Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
780651,  FR,00707,     ,FR 707,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.19,N Pershing Dr,George Mason Dr,430,F,,,,,,,X,0.1140,,1.0000,430,F,2016,,,,,,,,,,,,,,,
796567,  FR,00707,     ,FR 707,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.24,George Mason Dr,N Thomas St,1400,F,96%,2%,1%,0%,0%,0%,C,0.1140,,1.0000,1400,F,2016,,,,,,,,,,,,,,,
780652,  FR,00708,     ,FR 708,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.67,Edison St,Ramp From US 50 to George Mason Dr,1400,F,,,,,,,X,0.3111,,0.9955,1400,F,2016,,,,,,,,,,,,,,,
780654,  FR,00710,     ,FR 710,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.17,N Park Dr,N Henderson Rd,240,F,,,,,,,X,0.1781,,0.8256,240,F,2016,,,,,,,,,,,,,,,
796568,  FR,00710,     ,FR 710,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.22,N Henderson Rd,N Pershing Dr,310,F,,,,,,,X,0.1195,,1.0000,310,F,2016,,,,,,,,,,,,,,,
780655,  FR,00711,     ,FR 711,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.09,N Edison St,N Columbus St,340,F,,,,,,,X,0.1314,,0.6739,340,F,2016,,,,,,,,,,,,,,,
785269,  FR,00712,     ,FR 712,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.53,Fairfax County Line,S Lexington St,1200,F,,,,,,,X,0.0957,,0.5526,1200,F,2016,,,,,,,,,,,,,,,
785270,  FR,00713,     ,FR 713,Arlington Blvd Frontage,000,Arlington County,000,Arlington County,0.18,Fairfax County Line,N Manchester Street,1100,F,,,,,,,X,0.1264,,0.6162,1100,F,2016,,,,,,,,,,,,,,,
780659,  FR,00714,     ,FR 714,"SR 120, S Glebe Rd Frontage",000,Arlington County,000,Arlington County,0.32,"SR 120, S Glebe Rd, W Glebe Rd, Four Mile Run Dr",S Troy St,380,F,,,,,,,X,0.1151,,0.9213,380,F,2016,,,,,,,,,,,,,,,
700001,  00,00001,     ,00-1,20th St,000,Arlington County,000,Arlington County,0.05,00-6723 Eads St,US 1 Jefferson Davis Hwy,5600,F,94%,2%,3%,0%,0%,0%,F,0.0806,,0.5284,6000,F,2016,,,,,,,,,,,,,,,
700002,  00,00001,     ,00-1,20th St,000,Arlington County,000,Arlington County,0.15,US 1 Jefferson Davis Hwy,Crystal Dr,5200,F,94%,2%,3%,0%,0%,0%,C,0.0896,,0.6946,5500,F,2016,,,,,,,,,,,,,,,
700003,  00,00002,     ,00-2,26th St,000,Arlington County,000,Arlington County,0.07,00-6587 Clark St,00-6724 Crystal Dr,4100,F,95%,3%,1%,0%,0%,0%,C,0.1151,,0.9055,4300,F,2016,,,,,,,,,,,,,,,
700004,  00,00003,     ,00-3,27th St,000,Arlington County,000,Arlington County,0.09,US 1 Jefferson Davis Hwy,00-6724 Crystal Dr,4500,F,93%,4%,3%,0%,0%,0%,F,0.1111,,1.0000,4800,F,2016,,,,,,,,,,,,,,,
700005,  00,00004,     ,00-4,Clarendon Blvd,000,Arlington County,000,Arlington County,0.78,00-6700 Washington Blvd,00-6812 Courthouse Rd,10000,F,96%,2%,1%,0%,1%,0%,C,0.1057,,1.0000,11000,F,2016,,,,,,,,,,,,,,,
700006,  00,00005,     ,00-5,Courthouse Rd,000,Arlington County,000,Arlington County,0.58,SR 244 Columbia Pike,FR-703; Walter Reed Dr,4900,F,94%,4%,1%,0%,0%,0%,C,0.0962,,0.7369,5200,F,2016,,,,,,,,,,,,,,,
700007,  00,00007,     ,00-7,Columbus St,000,Arlington County,000,Arlington County,0.12,30th St,31st St,1300,F,98%,0%,1%,1%,0%,0%,C,0.0979,,0.6739,1400,F,2016,,,,,,,,,,,,,,,
700008,  00,00008,     ,00-8,Fairfax Dr,000,Arlington County,000,Arlington County,0.38,I-66,SR 120; SR 237 Fairfax Dr E,28000,F,99%,0%,0%,0%,0%,0%,C,0.0751,,0.5411,30000,F,2016,,,,,,,,,,,,,,,
782113,  00,00008,W000A,00-8 WB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.36,00-8 I-66-E071A FROM RT 66 EAST,00-8 I-66-E071A FROM RT 66 EAST,17000,G,,,,,,,X,0.0932,,1.0000,17000,G,2016,,,,,,,,,,,,,,,
700009,  00,00009,     ,00-9,Harrison St,000,Arlington County,000,Arlington County,0.30,00-6809 Patrick Henry Dr,US 29 Lee Hwy,6200,F,99%,1%,0%,0%,0%,0%,F,0.1072,,0.5244,6600,F,2016,,,,,,,,,,,,,,,
787506,  00,00009,     ,00-9,Harrison St,000,Arlington County,000,Arlington County,0.30,US 29 Lee Hwy,27th St,8500,F,99%,1%,0%,0%,0%,0%,F,0.1088,,0.5365,9100,F,2016,,,,,,,,,,,,,,,
787507,  00,00009,     ,00-9,Harrison St,000,Arlington County,000,Arlington County,0.62,27th St,Williamsburg Blvd,6200,F,99%,1%,0%,0%,0%,0%,C,0.1073,,0.5851,6600,F,2016,,,,,,,,,,,,,,,
700010,  00,00010,     ,00-10,Little Falls Rd,000,Arlington County,000,Arlington County,0.25,00-6771 Yorktown Blvd,"00-6626, N George Mason Dr",3500,F,98%,1%,0%,0%,0%,0%,C,0.1186,,0.5298,3700,F,2016,,,,,,,,,,,,,,,
700011,  00,00011,     ,00-11,S Manchester St,000,Arlington County,000,Arlington County,0.15,Fairfax County Line,US 50 Arlington Blvd,8500,F,99%,1%,1%,0%,0%,0%,C,0.0971,,0.6726,9000,F,2016,,,,,,,,,,,,,,,
700012,  00,00012,     ,00-12,Memorial Dr,000,Arlington County,000,Arlington County,0.39,SR 110,District of Columbia Line,14000,F,99%,0%,1%,0%,0%,0%,F,0.1065,,0.7190,15000,F,2016,,,,,,,,,,,,,,,
700013,  00,00013,     ,00-13,Nash St,000,Arlington County,000,Arlington County,0.11,00-6608 Wilson Blvd,00-6744 Key Blvd,6900,F,97%,1%,1%,1%,1%,0%,F,0.1042,,0.7024,7400,F,2016,,,,,,,,,,,,,,,
700014,  00,00013,     ,00-13,Nash St,000,Arlington County,000,Arlington County,0.14,00-6744 Key Blvd,US 29,2500,F,97%,1%,1%,1%,1%,0%,C,0.1012,,0.8412,2600,F,2016,,,,,,,,,,,,,,,
700015,  00,00014,     ,00-14,Pierce St,000,Arlington County,000,Arlington County,0.07,00-6812 Clarendon Blvd,00-6608 Wilson Blvd,4900,F,96%,2%,1%,0%,0%,0%,F,0.0930,,0.5317,5200,F,2016,,,,,,,,,,,,,,,
700016,  00,00015,     ,00-15,Quinn St,000,Arlington County,000,Arlington County,0.25,00-6608 Wilson Blvd,Key Blvd,4000,F,97%,1%,1%,1%,1%,0%,F,0.0885,,0.6311,4200,F,2016,,,,,,,,,,,,,,,
700017,  00,00016,     ,00-16,Randolph St,000,Arlington County,000,Arlington County,0.19,"SR 120, N Glebe Rd",00-6608 Wilson Blvd,8400,F,93%,6%,1%,0%,0%,0%,C,0.0914,,0.7466,8900,F,2016,,,,,,,,,,,,,,,
787508,  00,00016,     ,00-16,Randolph St,000,Arlington County,000,Arlington County,0.18,00-6608 Wilson Blvd,SR 237 Fairfax Dr,5900,F,93%,6%,1%,0%,0%,0%,F,0.0951,,0.5804,6300,F,2016,,,,,,,,,,,,,,,
700018,  00,00017,     ,00-17,Stuart St,000,Arlington County,000,Arlington County,0.07,00-6608 Wilson Blvd,"00-6753, 9 th Street",5100,F,97%,1%,1%,1%,1%,0%,F,0.0954,,0.5848,5500,F,2016,,,,,,,,,,,,,,,
700020,  00,00019,     ,00-19,Washington Blvd,000,Arlington County,000,Arlington County,0.42,00-6780 Westmoreland St,SR 237 P; US 29 Lee Hwy,2000,F,98%,1%,0%,0%,0%,0%,C,0.1341,,1.0000,2100,F,2016,,,,,,,,,,,,,,,
782114,  00,00019,W000A,00-19 WB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.10,00-19 Washington Blvd,I-66 West,19000,G,,,,,,,X,0.1432,,1.0000,19000,G,2016,,,,,,,,,,,,,,,
700021,  00,00020,     ,00-20,Monroe St,000,Arlington County,000,Arlington County,0.10,00-6608 Wilson Blvd,SR 237 Fairfax Dr,2800,F,97%,1%,2%,0%,0%,0%,C,0.1054,,0.7236,2900,F,2016,,,,,,,,,,,,,,,
787509,  00,00020,     ,00-20,Monroe St,000,Arlington County,000,Arlington County,0.20,SR 237,00-6700 Washington Blvd,2900,F,97%,1%,1%,0%,0%,0%,C,0.1109,,0.5847,3100,F,2016,,,,,,,,,,,,,,,
700022,  00,00021,     ,00-21,19th St,000,Arlington County,000,Arlington County,0.15,00-6746 Ft Myer Dr,Kent St,8300,F,96%,2%,1%,0%,1%,0%,F,0.1011,,0.5564,8800,F,2016,,,,,,,,,,,,,,,
090225,  00,00023,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,1.67,Fairfax County Line,SR 120 Glebe Rd,24000,F,97%,2%,1%,0%,0%,0%,C,0.0861,,0.5739,26000,F,2016,,,,,,,,,,,,,,,
090168,  00,00023,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,1.03,SR 120 Glebe Rd,"SR 27 W, Washington Blvd",24000,F,97%,2%,1%,0%,0%,0%,F,0.0867,,0.6693,26000,F,2016,,,,,,,,,,,,,,,
090070,  00,00023,     ,"00-23, VA 244",Columbia Pike,000,Arlington County,000,Arlington County,0.60,"SR 27 W, Washington Blvd",State Maintenance Boundary,8000,F,97%,2%,1%,0%,0%,0%,F,0.1030,,0.6686,8500,F,2016,,,,,,,,,,,,,,,
700024,  00,00025,     ,00-25,N Park Dr,000,Arlington County,000,Arlington County,0.17,00-6710 George Mason Dr,00-6811 Carlin Springs Rd,1700,F,97%,1%,1%,1%,0%,0%,C,0.1094,,0.8081,1800,F,2016,,,,,,,,,,,,,,,
802625,  00,00027,     ,00-27,N Pollard St,000,Arlington County,000,Arlington County,0.33,Cul-de-Sac,Wilson Blvd,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
700025,  00,06587,     ,00-6587,Old Jefferson Davis Hwy,000,Arlington County,000,Arlington County,1.73,14th Rd,Dead End,3900,F,96%,1%,3%,0%,0%,0%,C,0.1387,,0.7315,4200,F,2016,,,,,,,,,,,,,,,
700026,  00,06591,     ,00-6591,Arlington Ridge Rd,000,Arlington County,000,Arlington County,1.20,NCL Alexandria,S Lynn Street,13000,F,97%,2%,0%,0%,0%,0%,C,0.1032,,0.7331,13000,F,2016,,,,,,,,,,,,,,,
787510,  00,06591,     ,00-6591,S Lynn St,000,Arlington County,000,Arlington County,0.32,Arlington Ridge Rd,Army Navy Dr,2200,F,97%,2%,0%,0%,0%,0%,F,0.1153,,0.5884,2400,F,2016,,,,,,,,,,,,,,,
700027,  00,06602,     ,00-6602,West Glebe Rd,000,Arlington County,000,Arlington County,0.10,100-6602 ; NCL Alexandria,"SR 120, S Glebe Rd",16000,F,97%,1%,2%,1%,0%,0%,F,0.0748,,0.5755,17000,F,2016,,,,,,,,,,,,,,,
787511,  00,06605,     ,00-6605,Adams St; Army Navy Dr,000,Arlington County,000,Arlington County,0.42,26th Street,28th Street,4900,F,96%,1%,3%,0%,0%,0%,F,0.1068,,0.6745,5200,F,2016,,,,,,,,,,,,,,,
787512,  00,06605,     ,00-6605,Army Navy Dr,000,Arlington County,000,Arlington County,1.50,28th Street,I-395; S Hayes St,6300,F,96%,1%,3%,0%,0%,0%,C,0.1323,,0.7907,6800,F,2016,,,,,,,,,,,,,,,
787513,  00,06605,     ,00-6605,Army Navy Dr,000,Arlington County,000,Arlington County,0.45,I-395; S Hayes St,12th St,7300,F,96%,1%,3%,0%,0%,0%,F,0.1041,,0.7064,7800,F,2016,,,,,,,,,,,,,,,
782116,  00,06605, 002A,00-6605 Exit 002A,Ramp,000,Arlington County,000,Arlington County,0.17,00-6605; 00-6606 I-395-N008C FRO,00-6605- 2B TO RT 27 WEST,8300,G,,,,,,,X,0.0857,,1.0000,8300,G,2016,,,,,,,,,,,,,,,
797813,  00,06605, 002A,00-6605 Exit 002A,Ramp,000,Arlington County,000,Arlington County,0.13,00-6605 2B,I-395 South,14000,G,,,,,,,X,0.0893,,1.0000,14000,G,2016,,,,,,,,,,,,,,,
782117,  00,06605, 002B,00-6605 Exit 002B,Ramp,000,Arlington County,000,Arlington County,0.03,00-6605 2A TO RT 27 WEST,I-395-S008A FROM ARMY NAVY DRIVE & HAYE,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
700029,  00,06606,     ,00-6606,18th St,000,Arlington County,000,Arlington County,0.37,Crystal Dr,Hayes St,8200,G,96%,1%,2%,1%,0%,0%,F,0.0972,,0.5179,8800,G,2016,,,,,,,,,,,,,,,
787514,  00,06606,     ,00-6606,Hayes St,000,Arlington County,000,Arlington County,0.66,18th St,I-395,10000,F,96%,1%,2%,1%,0%,0%,C,0.0882,,0.7133,11000,F,2016,,,,,,,,,,,,,,,
700030,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.56,Fairfax County Line,Larrimore St,15000,F,48%,1%,1%,0%,0%,0%,F,0.0984,,0.5800,16000,F,2016,,,,,,,,,,,,,,,
787515,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.89,Larrimore St,N George Mason Dr,13000,F,48%,1%,1%,0%,0%,0%,F,0.1017,,0.6062,14000,F,2016,,,,,,,,,,,,,,,
787516,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.41,N George Mason Dr,"SR 120, N Glebe Rd",13000,F,48%,1%,1%,0%,0%,0%,F,0.1011,,0.7457,13000,F,2016,,,,,,,,,,,,,,,
787517,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.92,"SR 120, N Glebe Rd",SR 237 10th St,12000,F,48%,1%,1%,0%,0%,0%,C,0.0902,,0.5862,13000,F,2016,,,,,,,,,,,,,,,
787518,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.14,SR 237 10th St,Washington Blvd,14000,F,48%,1%,1%,0%,0%,0%,F,0.0815,,0.5302,15000,F,2016,,,,,,,,,,,,,,,
787519,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,1.45,Washington Blvd,Nash St,9400,F,48%,1%,1%,0%,0%,0%,F,0.0931,,1.0000,10000,F,2016,,,,,,,,,,,,,,,
787520,  00,06608,     ,00-6608,Wilson Blvd,000,Arlington County,000,Arlington County,0.28,Nash St,Arlington Ridge Rd,16000,F,48%,1%,1%,0%,0%,0%,F,0.1009,,0.6237,17000,F,2016,,,,,,,,,,,,,,,
700031,  00,06622,     ,00-6622,Walter Reed Dr,000,Arlington County,000,Arlington County,0.70,NCL Alexandria,Four Mile Run Dr,17000,F,98%,1%,1%,0%,0%,0%,C,0.1037,,0.6648,18000,F,2016,,,,,,,,,,,,,,,
787521,  00,06622,     ,00-6622,Walter Reed Dr,000,Arlington County,000,Arlington County,0.69,Four Mile Run Dr,"SR 120 , S Glebe Rd",14000,F,98%,1%,1%,0%,0%,0%,F,0.1017,,0.7150,15000,F,2016,,,,,,,,,,,,,,,
787522,  00,06622,     ,00-6622,Walter Reed Dr,000,Arlington County,000,Arlington County,0.53,"SR 120, S Glebe Rd",SR 244 Columbia Pike,14000,F,98%,1%,1%,0%,0%,0%,F,0.1037,,0.6362,15000,F,2016,,,,,,,,,,,,,,,
787523,  00,06622,     ,00-6622,Walter Reed Dr,000,Arlington County,000,Arlington County,0.36,SR 244 Columbia Pike,6th St,13000,F,98%,1%,1%,0%,0%,0%,F,0.0922,,0.6683,14000,F,2016,,,,,,,,,,,,,,,
787524,  00,06622,     ,00-6622,Fillmore St,000,Arlington County,000,Arlington County,0.40,Walter Reed Dr,US 50 Arlington Blvd,9300,F,98%,1%,1%,0%,0%,0%,F,0.0901,,0.6621,9900,F,2016,,,,,,,,,,,,,,,
782118,  00,06624,N000A,00-6624 NB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.06,00-6624 TO RT 395 & 27 WEST,I-395-N008A FROM ARLINGTON RIDGE ROAD,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
700033,  00,06626,     ,00-6626,N George Mason Dr,000,Arlington County,000,Arlington County,0.35,00-10 Little Falls Rd,SR 309 Williamsburg Blvd,2900,F,99%,1%,0%,0%,0%,0%,C,0.1034,,0.6082,3100,F,2016,,,,,,,,,,,,,,,
700035,  00,06682,     ,00-6682,Sycamore St,000,Arlington County,000,Arlington County,0.26,NCL Falls Church,N 17th Street,21000,F,99%,0%,1%,0%,0%,0%,F,0.0773,,0.5615,22000,F,2016,,,,,,,,,,,,,,,
787525,  00,06682,     ,00-6682,Sycamore St,000,Arlington County,000,Arlington County,0.25,N 17th Street,I-66,21000,F,99%,0%,1%,0%,0%,0%,C,0.0766,,0.7467,22000,F,2016,,,,,,,,,,,,,,,
797776,  00,06682,     ,00-6682,Sycamore St,000,Arlington County,000,Arlington County,0.12,I-66,SR 237 Washington Blvd,27000,F,96%,1%,3%,0%,0%,0%,F,0.0766,,0.7467,28000,F,2016,,,,,,,,,,,,,,,
797777,  00,06682,     ,00-6682,Sycamore St,000,Arlington County,000,Arlington County,0.20,SR 237 Washington Blvd,US 29 Lee Hwy,11000,F,96%,1%,3%,0%,0%,0%,C,0.0984,,0.6450,12000,F,2016,,,,,,,,,,,,,,,
787526,  00,06682,     ,00-6682,Sycamore St,000,Arlington County,000,Arlington County,0.67,US 29 Lee Hwy,Williamsburg Blvd,11000,F,96%,1%,3%,0%,0%,0%,F,0.0985,,0.6189,11000,F,2016,,,,,,,,,,,,,,,
787478,  00,06682,     ,00-6682,Williamsburg Blvd,000,Arlington County,000,Arlington County,0.47,Sycamore St,John Marshall Dr,7400,F,96%,1%,3%,0%,0%,0%,F,0.0773,,0.5615,7900,F,2016,,,,,,,,,,,,,,,
787527,  00,06682,     ,00-6682,Williamsburg Blvd,000,Arlington County,000,Arlington County,0.76,John Marshall Dr,SR 309 Old Dominion Dr,7800,F,96%,1%,3%,0%,0%,0%,F,0.1135,,0.6382,8300,F,2016,,,,,,,,,,,,,,,
787528,  00,06682,     ,00-6682,Williamsburg Blvd,000,Arlington County,000,Arlington County,0.42,SR 309 Old Dominion Dr,"SR 120, North Glebe Rd",6700,F,98%,1%,1%,0%,0%,0%,C,0.1002,,0.6437,7200,F,2016,,,,,,,,,,,,,,,
782119,  00,06682, 000A,00-6682 Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.17,Sycamore St,I-66 East,5200,G,99%,0%,1%,0%,0%,0%,F,0.1142,,1.0000,5500,G,2016,,,,,,,,,,,,,,,
700036,  00,06686,     ,00-6686,16th St,000,Arlington County,000,Arlington County,0.77,Four Mile Run Dr,"SR 120, S Glebe Rd",1700,F,98%,1%,1%,0%,0%,0%,C,0.1127,,0.5561,1800,F,2016,,,,,,,,,,,,,,,
700037,  00,06700,     ,00-6700,Washington Blvd,000,Arlington County,000,Arlington County,0.76,SR 27; US 50 Arlington Blvd,SR 237 10th Street,33000,F,97%,2%,1%,0%,0%,0%,F,0.0870,,0.5352,35000,F,2016,,,,,,,,,,,,,,,
787529,  00,06700,     ,00-6700,Washington Blvd,000,Arlington County,000,Arlington County,0.41,SR 237 10th Street,00-6741 Kirkwood Rd,21000,F,97%,2%,1%,0%,0%,0%,F,0.0842,,0.5293,22000,F,2016,,,,,,,,,,,,,,,
787530,  00,06700,     ,00-6700,Washington Blvd,000,Arlington County,000,Arlington County,0.92,00-6741 Kirkwood Rd,"SR 120, N Glebe Rd",18000,F,97%,2%,1%,0%,0%,0%,C,0.1000,,0.6523,20000,F,2016,,,,,,,,,,,,,,,
700038,  00,06708,     ,00-6708,23rd St,000,Arlington County,000,Arlington County,0.29,00-6605 Army Navy Drive,Arlington Ridge Rd,2900,F,97%,3%,1%,0%,0%,0%,F,0.1138,,0.5610,3100,F,2016,,,,,,,,,,,,,,,
787531,  00,06708,     ,00-6708,23rd St,000,Arlington County,000,Arlington County,0.71,Arlington Ridge Rd,Fern St,7300,F,97%,3%,1%,0%,0%,0%,C,0.1005,,0.6710,7700,F,2016,,,,,,,,,,,,,,,
787532,  00,06708,     ,00-6708,23rd St,000,Arlington County,000,Arlington County,0.15,Fern St,US 1 Jefferson Davis Hwy,7800,F,97%,3%,1%,0%,0%,0%,F,0.0915,,0.5666,8300,F,2016,,,,,,,,,,,,,,,
787533,  00,06708,     ,00-6708,S 23rd St,000,Arlington County,000,Arlington County,0.15,US 1 Jefferson Davis Hwy,Crystal Drive,11000,F,97%,3%,1%,0%,0%,0%,F,0.0837,,0.6949,12000,F,2016,,,,,,,,,,,,,,,
700039,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,1.24,Fairfax County Line,SR 244 Columbia Pike,14000,F,98%,1%,1%,0%,0%,0%,F,0.1030,,0.6561,15000,F,2016,,,,,,,,,,,,,,,
787534,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,0.78,SR 244 Columbia Pike,US 50,25000,F,98%,1%,1%,0%,0%,0%,F,0.0959,,0.6273,27000,F,2016,,,,,,,,,,,,,,,
787535,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,0.67,US 50,Carlin Springs Rd,22000,F,98%,1%,1%,0%,0%,0%,F,0.0910,,0.5433,23000,F,2016,,,,,,,,,,,,,,,
787536,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,0.99,Carlin Springs Rd,SR 237 Washington Blvd,22000,F,98%,1%,1%,0%,0%,0%,F,0.0872,,0.5483,24000,F,2016,,,,,,,,,,,,,,,
787537,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,0.89,SR 237 Washington Blvd,US 29 Lee Highway,16000,F,98%,1%,1%,0%,0%,0%,C,0.0947,,0.5746,17000,F,2016,,,,,,,,,,,,,,,
787538,  00,06710,     ,00-6710,George Mason Dr,000,Arlington County,000,Arlington County,0.48,US 29 Lee Highway,Yorktown Blvd,7400,F,98%,1%,1%,0%,0%,0%,F,0.0943,,0.5902,7900,F,2016,,,,,,,,,,,,,,,
700040,  00,06712,     ,00-6712,Greenbrier St,000,Arlington County,000,Arlington County,0.61,00-6737 Carlin Springs Rd,SR 244 Columbia Pike,2600,F,95%,3%,1%,0%,0%,0%,C,0.0933,,0.5020,2700,F,2016,,,,,,,,,,,,,,,
700041,  00,06714,     ,00-6714,Shirlington Rd,000,Arlington County,000,Arlington County,0.14,SR 402 Quaker Lane,Four Mile Run Dr,18000,F,97%,2%,1%,0%,0%,0%,F,0.0778,,0.5540,19000,F,2016,,,,,,,,,,,,,,,
787539,  00,06714,     ,00-6714,Four Mile Run Dr,000,Arlington County,000,Arlington County,1.54,Shirlington Rd,SR 244 Columbia Pike,16000,F,97%,2%,1%,0%,0%,0%,C,0.0892,,0.5032,17000,F,2016,,,,,,,,,,,,,,,
700042,  00,06716,     ,00-6716,Jefferson Street South,000,Arlington County,000,Arlington County,0.11,Fairfax County Line,SR 244 Columbia Pike,8000,G,97%,1%,1%,0%,0%,0%,F,0.0880,,0.5158,8700,G,2016,,,,,,,,,,,,,,,
798866,  00,06717,     ,00-6717,31st St,000,Arlington County,000,Arlington County,0.03,Dead End,Columbus St,100,M,,,,,,,X,0.0000,,0.0000,,,2010,,,,,,,,,,,,,,,
700043,  00,06717,     ,00-6717,31st St,000,Arlington County,000,Arlington County,0.60,Columbus St,Randolph St,4500,F,93%,5%,1%,0%,0%,0%,C,0.0846,,0.5697,4800,F,2016,,,,,,,,,,,,,,,
787540,  00,06717,     ,00-6717,Quincy St,000,Arlington County,000,Arlington County,0.30,Randolph St,Arlington Mill Dr,6500,F,93%,5%,1%,0%,0%,0%,F,0.0840,,0.5592,6900,F,2016,,,,,,,,,,,,,,,
700044,  00,06718,     ,00-6718,Arlington Mill Dr,000,Arlington County,000,Arlington County,0.69,00-6622 Walter Reed Dr,00-6714 Shirlington Rd; I-395 Ramp,12000,F,93%,4%,2%,0%,0%,0%,C,0.0967,,0.6043,12000,F,2016,,,,,,,,,,,,,,,
700045,  00,06719,     ,00-6719,Highland St,000,Arlington County,000,Arlington County,0.25,00-6622 Walter Reed Dr,SR 244 Columbia Pike,1800,F,94%,4%,1%,0%,0%,0%,F,0.1119,,0.7982,1900,F,2016,,,,,,,,,,,,,,,
700046,  00,06720,     ,00-6720,24th Rd,000,Arlington County,000,Arlington County,0.18,00-6721 Shirlington Rd,"SR 120 , S Glebe Rd",7400,F,96%,1%,3%,0%,0%,0%,F,0.1018,,0.7412,7800,F,2016,,,,,,,,,,,,,,,
700047,  00,06721,     ,00-6721,Shirlington Rd,000,Arlington County,000,Arlington County,0.40,00-6714 Four Mile Run Dr,Kenmore St,8500,F,92%,3%,2%,2%,0%,0%,C,0.0909,,0.5199,9000,F,2016,,,,,,,,,,,,,,,
787541,  00,06721,     ,00-6721,Kenmore St,000,Arlington County,000,Arlington County,0.47,Shirlington Rd,Walter Reed Dr,2700,F,92%,3%,2%,2%,0%,0%,F,0.1091,,0.5227,2800,F,2016,,,,,,,,,,,,,,,
700048,  00,06722,     ,00-6722,Joyce St,000,Arlington County,000,Arlington County,0.55,Army Navy Drive,S Hayes St,11000,F,97%,1%,1%,1%,0%,0%,F,0.0983,,0.5210,11000,F,2016,,,,,,,,,,,,,,,
787480,  00,06722,     ,00-6722,15th St,000,Arlington County,000,Arlington County,0.55,S Hayes St,US 1 Jefferson Davis Hwy,14000,G,97%,1%,1%,1%,0%,0%,C,0.0983,,0.5210,15000,G,2016,,,,,,,,,,,,,,,
700049,  00,06723,     ,00-6723,Eades St,000,Arlington County,000,Arlington County,0.37,"SR 120, S Glebe Rd",Fort Scott Dr,9100,G,93%,4%,3%,0%,0%,0%,F,0.0913,,0.7365,9600,G,2016,,,,,,,,,,,,,,,
787542,  00,06723,     ,00-6723,Eades St,000,Arlington County,000,Arlington County,0.53,Fort Scott Dr,20th St,12000,F,93%,4%,3%,0%,0%,0%,C,0.0946,,0.6928,12000,F,2016,,,,,,,,,,,,,,,
787543,  00,06723,     ,00-6723,Eades St,000,Arlington County,000,Arlington County,0.77,20th St,I-395,9100,G,93%,4%,3%,0%,0%,0%,F,0.0851,,0.5449,9700,G,2016,,,,,,,,,,,,,,,
782120,  00,06723, 001A,00-6723 Exit 001A,Ramp,000,Arlington County,000,Arlington County,0.10,00-6723 Eades St,I-395 North,8300,G,,,,,,,X,0.1101,,1.0000,8300,G,2016,,,,,,,,,,,,,,,
700050,  00,06724,     ,00-6724,Crystal Dr,000,Arlington County,000,Arlington County,0.60,US 1 Jefferson Davis Hwy,26th St,3500,F,91%,7%,1%,0%,1%,0%,C,0.1423,,0.9818,3700,F,2016,,,,,,,,,,,,,,,
